"Frame Transformation Calculation"
"Calculation Inputs"
"Calculation type","Frame Transformation (from Frame 1 to Frame 2)"
"Frame 1","MOON_ME_DE421"
"Frame 2","J2000"
"Time system","UTC"
"Time format","Calendar date and time"
"Time range","2024-12-14T20:08:10.000 to 2024-12-14T20:14:10.000"
"Time sampling","1 seconds in TDT (a.k.a. TT)"
"Light propagation","No correction"
"Orientation form","Euler angles"
"Rotation order","R = [Angle3]z * [Angle2]x * [Angle1]z"
"Angular units","Degrees"
"Angular velocity form","Not included"
"Frame Transformation Results"
"UTC calendar date","Angle 3 (deg)","Angle 2 (deg)","Angle 1 (deg)"
"2024-12-14 20:13:04.000000 UTC",-179.89458045,21.90334761,-72.25594978
"2024-12-14 20:13:05.000000 UTC",-179.89458056,21.90334756,-72.25610217
"2024-12-14 20:13:06.000000 UTC",-179.89458067,21.90334751,-72.25625457
"2024-12-14 20:13:07.000000 UTC",-179.89458078,21.90334745,-72.25640697
"2024-12-14 20:13:08.000000 UTC",-179.89458089,21.90334740,-72.25655937
"2024-12-14 20:13:09.000000 UTC",-179.89458100,21.90334735,-72.25671177
"2024-12-14 20:13:10.000000 UTC",-179.89458111,21.90334730,-72.25686416
"2024-12-14 20:13:11.000000 UTC",-179.89458122,21.90334725,-72.25701656
"2024-12-14 20:13:12.000000 UTC",-179.89458133,21.90334720,-72.25716896
"2024-12-14 20:13:13.000000 UTC",-179.89458144,21.90334715,-72.25732136
"2024-12-14 20:13:14.000000 UTC",-179.89458155,21.90334710,-72.25747375
"2024-12-14 20:13:15.000000 UTC",-179.89458166,21.90334705,-72.25762615
"2024-12-14 20:13:16.000000 UTC",-179.89458177,21.90334700,-72.25777855
"2024-12-14 20:13:17.000000 UTC",-179.89458188,21.90334694,-72.25793095
"2024-12-14 20:13:18.000000 UTC",-179.89458199,21.90334689,-72.25808334
"2024-12-14 20:13:19.000000 UTC",-179.89458210,21.90334684,-72.25823574
"2024-12-14 20:13:20.000000 UTC",-179.89458221,21.90334679,-72.25838814
"2024-12-14 20:13:21.000000 UTC",-179.89458232,21.90334674,-72.25854054
"2024-12-14 20:13:22.000000 UTC",-179.89458243,21.90334669,-72.25869293
"2024-12-14 20:13:23.000000 UTC",-179.89458254,21.90334664,-72.25884533
"2024-12-14 20:13:24.000000 UTC",-179.89458265,21.90334659,-72.25899773
"2024-12-14 20:13:25.000000 UTC",-179.89458276,21.90334654,-72.25915013
"2024-12-14 20:13:26.000000 UTC",-179.89458287,21.90334649,-72.25930252
"2024-12-14 20:13:27.000000 UTC",-179.89458298,21.90334643,-72.25945492
"2024-12-14 20:13:28.000000 UTC",-179.89458309,21.90334638,-72.25960732
"2024-12-14 20:13:29.000000 UTC",-179.89458320,21.90334633,-72.25975972
"2024-12-14 20:13:30.000000 UTC",-179.89458331,21.90334628,-72.25991212
"2024-12-14 20:13:31.000000 UTC",-179.89458342,21.90334623,-72.26006451
"2024-12-14 20:13:32.000000 UTC",-179.89458353,21.90334618,-72.26021691
"2024-12-14 20:13:33.000000 UTC",-179.89458365,21.90334613,-72.26036931
"2024-12-14 20:13:34.000000 UTC",-179.89458376,21.90334608,-72.26052171
"2024-12-14 20:13:35.000000 UTC",-179.89458387,21.90334603,-72.26067410
"2024-12-14 20:13:36.000000 UTC",-179.89458398,21.90334598,-72.26082650
"2024-12-14 20:13:37.000000 UTC",-179.89458409,21.90334592,-72.26097890
"2024-12-14 20:13:38.000000 UTC",-179.89458420,21.90334587,-72.26113130
"2024-12-14 20:13:39.000000 UTC",-179.89458431,21.90334582,-72.26128369
"2024-12-14 20:13:40.000000 UTC",-179.89458442,21.90334577,-72.26143609
"2024-12-14 20:13:41.000000 UTC",-179.89458453,21.90334572,-72.26158849
"2024-12-14 20:13:42.000000 UTC",-179.89458464,21.90334567,-72.26174089
"2024-12-14 20:13:43.000000 UTC",-179.89458475,21.90334562,-72.26189329
"2024-12-14 20:13:44.000000 UTC",-179.89458486,21.90334557,-72.26204568
"2024-12-14 20:13:45.000000 UTC",-179.89458497,21.90334552,-72.26219808
"2024-12-14 20:13:46.000000 UTC",-179.89458508,21.90334547,-72.26235048
"2024-12-14 20:13:47.000000 UTC",-179.89458519,21.90334541,-72.26250288
"2024-12-14 20:13:48.000000 UTC",-179.89458530,21.90334536,-72.26265527
"2024-12-14 20:13:49.000000 UTC",-179.89458541,21.90334531,-72.26280767
"2024-12-14 20:13:50.000000 UTC",-179.89458552,21.90334526,-72.26296007
"2024-12-14 20:13:51.000000 UTC",-179.89458563,21.90334521,-72.26311247
"2024-12-14 20:13:52.000000 UTC",-179.89458574,21.90334516,-72.26326486
"2024-12-14 20:13:53.000000 UTC",-179.89458585,21.90334511,-72.26341726
"2024-12-14 20:13:54.000000 UTC",-179.89458596,21.90334506,-72.26356966
"2024-12-14 20:13:55.000000 UTC",-179.89458607,21.90334501,-72.26372206
"2024-12-14 20:13:56.000000 UTC",-179.89458618,21.90334496,-72.26387445
"2024-12-14 20:13:57.000000 UTC",-179.89458629,21.90334491,-72.26402685
"2024-12-14 20:13:58.000000 UTC",-179.89458640,21.90334485,-72.26417925
"2024-12-14 20:13:59.000000 UTC",-179.89458651,21.90334480,-72.26433165
"2024-12-14 20:14:00.000000 UTC",-179.89458662,21.90334475,-72.26448405
"2024-12-14 20:14:01.000000 UTC",-179.89458673,21.90334470,-72.26463644
"2024-12-14 20:14:02.000000 UTC",-179.89458684,21.90334465,-72.26478884
"2024-12-14 20:14:03.000000 UTC",-179.89458695,21.90334460,-72.26494124
"2024-12-14 20:14:04.000000 UTC",-179.89458706,21.90334455,-72.26509364
"2024-12-14 20:14:05.000000 UTC",-179.89458718,21.90334450,-72.26524603
"2024-12-14 20:14:06.000000 UTC",-179.89458729,21.90334445,-72.26539843
"2024-12-14 20:14:07.000000 UTC",-179.89458740,21.90334440,-72.26555083
"2024-12-14 20:14:08.000000 UTC",-179.89458751,21.90334434,-72.26570323
"2024-12-14 20:14:09.000000 UTC",-179.89458762,21.90334429,-72.26585562
"2024-12-14 20:14:10.000000 UTC",-179.89458773,21.90334424,-72.26600802
"Kernels Used"
"pds/wgc/mk/ground_stations_v0021.tm"
"pds/wgc/mk/solar_system_v0067.tm"
"pds/wgc/mk/latest_lsk_v0004.tm"
