"State Vector Calculation"
"Calculation Inputs"
"Calculation type","State Vector"
"Target type","Fixed point"
"Target center","EARTH"
"Target reference frame","ITRF93"
"Target position representation","Planetodetic (for Earth, Re=6378.1366 km, Rp=6356.7519 km)"
"Target position","<Lon=106.853(deg), Lat=29.6894(deg), Alt=0.482627(km)>"
"Observer type","Object"
"Observer","MOON"
"Reference frame","MOON_ME_DE421"
"Frame locus","CENTER"
"Light propagation","No correction"
"Time system","UTC"
"Time format","Calendar date and time"
"Time range","2024-12-16T20:47:12.000 to 2024-12-16T21:11:12.000"
"Step","1 seconds"
"State representation","Rectangular"
"State Vector Results"
"UTC calendar date","Distance (km)","Speed (km/s)","X (km)","Y (km)","Z (km)","dX/dt (km/s)","dY/dt (km/s)","dZ/dt (km/s)","Time at Target","Light Time (s)"
"2024-12-16 20:47:12.000000 UTC",371448.51285408,0.40063872,367760.77051102,33243.06767410,-40260.54925440,0.30850216,-0.21242748,0.14217019,"2024-12-16 20:47:12.000000 UTC",1.23901887
"2024-12-16 20:47:13.000000 UTC",371448.78388215,0.40064471,367761.07902226,33242.85525637,-40260.40708088,0.30852032,-0.21240795,0.14217685,"2024-12-16 20:47:13.000000 UTC",1.23901978
"2024-12-16 20:47:14.000000 UTC",371449.05492946,0.40065071,367761.38755166,33242.64285817,-40260.26490069,0.30853848,-0.21238843,0.14218352,"2024-12-16 20:47:14.000000 UTC",1.23902068
"2024-12-16 20:47:15.000000 UTC",371449.32599601,0.40065670,367761.69609922,33242.43047950,-40260.12271384,0.30855663,-0.21236890,0.14219018,"2024-12-16 20:47:15.000000 UTC",1.23902158
"2024-12-16 20:47:16.000000 UTC",371449.59708179,0.40066270,367762.00466493,33242.21812035,-40259.98052033,0.30857479,-0.21234937,0.14219684,"2024-12-16 20:47:16.000000 UTC",1.23902249
"2024-12-16 20:47:17.000000 UTC",371449.86818681,0.40066869,367762.31324879,33242.00578074,-40259.83832015,0.30859294,-0.21232984,0.14220351,"2024-12-16 20:47:17.000000 UTC",1.23902339
"2024-12-16 20:47:18.000000 UTC",371450.13931105,0.40067469,367762.62185081,33241.79346066,-40259.69611332,0.30861109,-0.21231031,0.14221017,"2024-12-16 20:47:18.000000 UTC",1.23902430
"2024-12-16 20:47:19.000000 UTC",371450.41045453,0.40068069,367762.93047098,33241.58116012,-40259.55389982,0.30862924,-0.21229078,0.14221683,"2024-12-16 20:47:19.000000 UTC",1.23902520
"2024-12-16 20:47:20.000000 UTC",371450.68161724,0.40068668,367763.23910930,33241.36887910,-40259.41167967,0.30864739,-0.21227125,0.14222349,"2024-12-16 20:47:20.000000 UTC",1.23902611
"2024-12-16 20:47:21.000000 UTC",371450.95279918,0.40069268,367763.54776577,33241.15661763,-40259.26945285,0.30866554,-0.21225171,0.14223014,"2024-12-16 20:47:21.000000 UTC",1.23902701
"2024-12-16 20:47:22.000000 UTC",371451.22400035,0.40069867,367763.85644038,33240.94437569,-40259.12721938,0.30868369,-0.21223218,0.14223680,"2024-12-16 20:47:22.000000 UTC",1.23902791
"2024-12-16 20:47:23.000000 UTC",371451.49522074,0.40070467,367764.16513314,33240.73215329,-40258.98497924,0.30870184,-0.21221264,0.14224346,"2024-12-16 20:47:23.000000 UTC",1.23902882
"2024-12-16 20:47:24.000000 UTC",371451.76646036,0.40071066,367764.47384405,33240.51995044,-40258.84273246,0.30871998,-0.21219310,0.14225012,"2024-12-16 20:47:24.000000 UTC",1.23902972
"2024-12-16 20:47:25.000000 UTC",371452.03771921,0.40071666,367764.78257310,33240.30776712,-40258.70047901,0.30873812,-0.21217356,0.14225677,"2024-12-16 20:47:25.000000 UTC",1.23903063
"2024-12-16 20:47:26.000000 UTC",371452.30899728,0.40072265,367765.09132030,33240.09560335,-40258.55821891,0.30875627,-0.21215402,0.14226343,"2024-12-16 20:47:26.000000 UTC",1.23903153
"2024-12-16 20:47:27.000000 UTC",371452.58029457,0.40072865,367765.40008563,33239.88345912,-40258.41595215,0.30877441,-0.21213448,0.14227008,"2024-12-16 20:47:27.000000 UTC",1.23903244
"2024-12-16 20:47:28.000000 UTC",371452.85161109,0.40073464,367765.70886910,33239.67133443,-40258.27367874,0.30879255,-0.21211493,0.14227674,"2024-12-16 20:47:28.000000 UTC",1.23903334
"2024-12-16 20:47:29.000000 UTC",371453.12294682,0.40074063,367766.01767072,33239.45922930,-40258.13139867,0.30881068,-0.21209539,0.14228339,"2024-12-16 20:47:29.000000 UTC",1.23903425
"2024-12-16 20:47:30.000000 UTC",371453.39430178,0.40074663,367766.32649047,33239.24714371,-40257.98911195,0.30882882,-0.21207584,0.14229005,"2024-12-16 20:47:30.000000 UTC",1.23903515
"2024-12-16 20:47:31.000000 UTC",371453.66567595,0.40075262,367766.63532839,33239.03507734,-40257.84681858,0.30884696,-0.21205629,0.14229670,"2024-12-16 20:47:31.000000 UTC",1.23903606
"2024-12-16 20:47:32.000000 UTC",371453.93706935,0.40075862,367766.94418441,33238.82303085,-40257.70451856,0.30886509,-0.21203674,0.14230335,"2024-12-16 20:47:32.000000 UTC",1.23903696
"2024-12-16 20:47:33.000000 UTC",371454.20848195,0.40076461,367767.25305856,33238.61100391,-40257.56221188,0.30888323,-0.21201719,0.14231000,"2024-12-16 20:47:33.000000 UTC",1.23903787
"2024-12-16 20:47:34.000000 UTC",371454.47991378,0.40077060,367767.56195085,33238.39899653,-40257.41989855,0.30890136,-0.21199764,0.14231665,"2024-12-16 20:47:34.000000 UTC",1.23903877
"2024-12-16 20:47:35.000000 UTC",371454.75136482,0.40077660,367767.87086127,33238.18700871,-40257.27757858,0.30891949,-0.21197809,0.14232330,"2024-12-16 20:47:35.000000 UTC",1.23903968
"2024-12-16 20:47:36.000000 UTC",371455.02283507,0.40078259,367768.17978982,33237.97504044,-40257.13525195,0.30893762,-0.21195853,0.14232995,"2024-12-16 20:47:36.000000 UTC",1.23904059
"2024-12-16 20:47:37.000000 UTC",371455.29432454,0.40078859,367768.48873650,33237.76309173,-40256.99291868,0.30895575,-0.21193898,0.14233660,"2024-12-16 20:47:37.000000 UTC",1.23904149
"2024-12-16 20:47:38.000000 UTC",371455.56583321,0.40079458,367768.79770131,33237.55116257,-40256.85057875,0.30897387,-0.21191942,0.14234325,"2024-12-16 20:47:38.000000 UTC",1.23904240
"2024-12-16 20:47:39.000000 UTC",371455.83736110,0.40080057,367769.10668427,33237.33925264,-40256.70823218,0.30899200,-0.21189986,0.14234989,"2024-12-16 20:47:39.000000 UTC",1.23904330
"2024-12-16 20:47:40.000000 UTC",371456.10890819,0.40080657,367769.41568533,33237.12736261,-40256.56587897,0.30901012,-0.21188030,0.14235654,"2024-12-16 20:47:40.000000 UTC",1.23904421
"2024-12-16 20:47:41.000000 UTC",371456.38047450,0.40081256,367769.72470451,33236.91549215,-40256.42351910,0.30902825,-0.21186074,0.14236319,"2024-12-16 20:47:41.000000 UTC",1.23904511
"2024-12-16 20:47:42.000000 UTC",371456.65206001,0.40081855,367770.03374182,33236.70364124,-40256.28115259,0.30904637,-0.21184118,0.14236983,"2024-12-16 20:47:42.000000 UTC",1.23904602
"2024-12-16 20:47:43.000000 UTC",371456.92366473,0.40082454,367770.34279724,33236.49180990,-40256.13877944,0.30906449,-0.21182161,0.14237648,"2024-12-16 20:47:43.000000 UTC",1.23904693
"2024-12-16 20:47:44.000000 UTC",371457.19528865,0.40083054,367770.65187079,33236.27999813,-40255.99639964,0.30908261,-0.21180205,0.14238312,"2024-12-16 20:47:44.000000 UTC",1.23904783
"2024-12-16 20:47:45.000000 UTC",371457.46693177,0.40083653,367770.96096246,33236.06820593,-40255.85401320,0.30910073,-0.21178248,0.14238976,"2024-12-16 20:47:45.000000 UTC",1.23904874
"2024-12-16 20:47:46.000000 UTC",371457.73859410,0.40084252,367771.27007227,33235.85643296,-40255.71162012,0.30911885,-0.21176291,0.14239641,"2024-12-16 20:47:46.000000 UTC",1.23904964
"2024-12-16 20:47:47.000000 UTC",371458.01027563,0.40084852,367771.57920017,33235.64467990,-40255.56922039,0.30913696,-0.21174334,0.14240305,"2024-12-16 20:47:47.000000 UTC",1.23905055
"2024-12-16 20:47:48.000000 UTC",371458.28197636,0.40085451,367771.88834618,33235.43294641,-40255.42681402,0.30915508,-0.21172377,0.14240969,"2024-12-16 20:47:48.000000 UTC",1.23905146
"2024-12-16 20:47:49.000000 UTC",371458.55369629,0.40086050,367772.19751031,33235.22123250,-40255.28440101,0.30917319,-0.21170420,0.14241633,"2024-12-16 20:47:49.000000 UTC",1.23905236
"2024-12-16 20:47:50.000000 UTC",371458.82543542,0.40086649,367772.50669255,33235.00953816,-40255.14198136,0.30919130,-0.21168463,0.14242297,"2024-12-16 20:47:50.000000 UTC",1.23905327
"2024-12-16 20:47:51.000000 UTC",371459.09719375,0.40087248,367772.81589293,33234.79786306,-40254.99955507,0.30920941,-0.21166505,0.14242961,"2024-12-16 20:47:51.000000 UTC",1.23905418
"2024-12-16 20:47:52.000000 UTC",371459.36897127,0.40087848,367773.12511139,33234.58620787,-40254.85712215,0.30922752,-0.21164547,0.14243625,"2024-12-16 20:47:52.000000 UTC",1.23905508
"2024-12-16 20:47:53.000000 UTC",371459.64076799,0.40088447,367773.43434797,33234.37457226,-40254.71468258,0.30924563,-0.21162590,0.14244289,"2024-12-16 20:47:53.000000 UTC",1.23905599
"2024-12-16 20:47:54.000000 UTC",371459.91258390,0.40089046,367773.74360264,33234.16295624,-40254.57223638,0.30926374,-0.21160632,0.14244952,"2024-12-16 20:47:54.000000 UTC",1.23905690
"2024-12-16 20:47:55.000000 UTC",371460.18441901,0.40089645,367774.05287546,33233.95135946,-40254.42978354,0.30928185,-0.21158674,0.14245616,"2024-12-16 20:47:55.000000 UTC",1.23905780
"2024-12-16 20:47:56.000000 UTC",371460.45627330,0.40090244,367774.36216635,33233.73978259,-40254.28732406,0.30929995,-0.21156716,0.14246279,"2024-12-16 20:47:56.000000 UTC",1.23905871
"2024-12-16 20:47:57.000000 UTC",371460.72814679,0.40090843,367774.67147535,33233.52822532,-40254.14485795,0.30931805,-0.21154757,0.14246943,"2024-12-16 20:47:57.000000 UTC",1.23905962
"2024-12-16 20:47:58.000000 UTC",371461.00003947,0.40091443,367774.98080244,33233.31668762,-40254.00238520,0.30933616,-0.21152799,0.14247606,"2024-12-16 20:47:58.000000 UTC",1.23906052
"2024-12-16 20:47:59.000000 UTC",371461.27195134,0.40092042,367775.29014767,33233.10516918,-40253.85990582,0.30935426,-0.21150840,0.14248270,"2024-12-16 20:47:59.000000 UTC",1.23906143
"2024-12-16 20:48:00.000000 UTC",371461.54388239,0.40092641,367775.59951097,33232.89367067,-40253.71741980,0.30937236,-0.21148882,0.14248933,"2024-12-16 20:48:00.000000 UTC",1.23906234
"2024-12-16 20:48:01.000000 UTC",371461.81583264,0.40093240,367775.90889237,33232.68219174,-40253.57492715,0.30939046,-0.21146923,0.14249597,"2024-12-16 20:48:01.000000 UTC",1.23906324
"2024-12-16 20:48:02.000000 UTC",371462.08780206,0.40093839,367776.21829189,33232.47073207,-40253.43242787,0.30940855,-0.21144964,0.14250260,"2024-12-16 20:48:02.000000 UTC",1.23906415
"2024-12-16 20:48:03.000000 UTC",371462.35979068,0.40094438,367776.52770948,33232.25929233,-40253.28992196,0.30942665,-0.21143005,0.14250923,"2024-12-16 20:48:03.000000 UTC",1.23906506
"2024-12-16 20:48:04.000000 UTC",371462.63179847,0.40095037,367776.83714517,33232.04787218,-40253.14740941,0.30944474,-0.21141046,0.14251586,"2024-12-16 20:48:04.000000 UTC",1.23906597
"2024-12-16 20:48:05.000000 UTC",371462.90382545,0.40095636,367777.14659898,33231.83647129,-40253.00489024,0.30946284,-0.21139086,0.14252249,"2024-12-16 20:48:05.000000 UTC",1.23906687
"2024-12-16 20:48:06.000000 UTC",371463.17587161,0.40096235,367777.45607085,33231.62509033,-40252.86236444,0.30948093,-0.21137127,0.14252912,"2024-12-16 20:48:06.000000 UTC",1.23906778
"2024-12-16 20:48:07.000000 UTC",371463.44793695,0.40096834,367777.76556082,33231.41372897,-40252.71983200,0.30949902,-0.21135167,0.14253575,"2024-12-16 20:48:07.000000 UTC",1.23906869
"2024-12-16 20:48:08.000000 UTC",371463.72002147,0.40097433,367778.07506887,33231.20238720,-40252.57729294,0.30951711,-0.21133208,0.14254238,"2024-12-16 20:48:08.000000 UTC",1.23906960
